Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length	Gene Ontology (GO)	PubMed ID	Kinetics	pH dependence	Redox potential	Site	EC number	Activity regulation	Active site	Binding site	Catalytic activity
A0A653I4Y8	unreviewed	A0A653I4Y8_9BURK	Phenol hydroxylase P1 protein (EC 1.14.13.7)	dmpL LIMNO130_30173	Limnobacter sp. 130	337	phenol 2-monooxygenase activity [GO:0018662]; cellular aromatic compound metabolic process [GO:0006725]						1.14.13.7				
A0A656HKD3	unreviewed	A0A656HKD3_THINJ	Toluene 4-monooxygenase protein E (EC 1.14.13.-)	Thini_4259	Thiothrix nivea (strain ATCC 35100 / DSM 5205 / JP2)	328	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen [GO:0016709]; cellular aromatic compound metabolic process [GO:0006725]	22675589					1.14.13.-				
A0A656HMY0	unreviewed	A0A656HMY0_THINJ	Phenol 2-monooxygenase P1 subunit (EC 1.14.13.7)	Thini_4197	Thiothrix nivea (strain ATCC 35100 / DSM 5205 / JP2)	332	phenol 2-monooxygenase activity [GO:0018662]; cellular aromatic compound metabolic process [GO:0006725]	22675589					1.14.13.7				
A0A656QGW1	unreviewed	A0A656QGW1_9BURK	Toluene hydroxylase	BG60_22940	Caballeronia zhejiangensis	361	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen [GO:0016709]; cellular aromatic compound metabolic process [GO:0006725]										
A0A660L2R8	unreviewed	A0A660L2R8_9ACTN	propane 2-monooxygenase (EC 1.14.13.227)	C8N24_6343	Solirubrobacter pauli	364	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen [GO:0016709]; cellular aromatic compound metabolic process [GO:0006725]						1.14.13.227				CATALYTIC ACTIVITY: Reaction=H(+) + NADH + O2 + propane = H2O + NAD(+) + propan-2-ol; Xref=Rhea:RHEA:49992, ChEBI:CHEBI:15377, ChEBI:CHEBI:15378, ChEBI:CHEBI:15379, ChEBI:CHEBI:17824, ChEBI:CHEBI:32879, ChEBI:CHEBI:57540, ChEBI:CHEBI:57945; EC=1.14.13.227; Evidence={ECO:0000256|ARBA:ARBA00001272};
A0A661FI51	unreviewed	A0A661FI51_9GAMM	Phenol hydroxylase	DRQ61_00640	Gammaproteobacteria bacterium	331	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen [GO:0016709]; cellular aromatic compound metabolic process [GO:0006725]										
A0A661FJ43	unreviewed	A0A661FJ43_9GAMM	Toluene monooxygenase	DRQ61_00730	Gammaproteobacteria bacterium	334	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen [GO:0016709]; cellular aromatic compound metabolic process [GO:0006725]										
A0A661HJ80	unreviewed	A0A661HJ80_9PROT	Toluene monooxygenase	DRQ78_09820	Epsilonproteobacteria bacterium	294	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen [GO:0016709]; cellular aromatic compound metabolic process [GO:0006725]										
A0A679F220	unreviewed	A0A679F220_9HYPH	Methane monooxygenase	MSC49_12820	Methylosinus sp. C49	395	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen [GO:0016709]; cellular aromatic compound metabolic process [GO:0006725]										
A0A6A1RSD5	unreviewed	A0A6A1RSD5_ACIGI	Phenol hydroxylase	F7P82_10780	Acinetobacter guillouiae (Acinetobacter genomosp. 11)	333	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen [GO:0016709]; cellular aromatic compound metabolic process [GO:0006725]										
A0A6A7SI28	unreviewed	A0A6A7SI28_9ZZZZ	Phenol hydroxylase P1 protein (EC 1.14.13.7)	mphL KBTX_03566	wastewater metagenome	334	phenol 2-monooxygenase activity [GO:0018662]; cellular aromatic compound metabolic process [GO:0006725]						1.14.13.7				
A0A6A7YA20	unreviewed	A0A6A7YA20_9HYPH	Toluene hydroxylase	F0357_19555	Segnochrobactrum spirostomi	350	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen [GO:0016709]; cellular aromatic compound metabolic process [GO:0006725]										
A0A6A8QM97	unreviewed	A0A6A8QM97_9PROT	Phenol hydroxylase	F8N37_20260	Telmatospirillum sp	332	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen [GO:0016709]; cellular aromatic compound metabolic process [GO:0006725]										
A0A6B2DM33	unreviewed	A0A6B2DM33_9PSEU	propane 2-monooxygenase (EC 1.14.13.227)	G3I65_25085	Amycolatopsis sp. SID8362	367	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen [GO:0016709]; cellular aromatic compound metabolic process [GO:0006725]						1.14.13.227				CATALYTIC ACTIVITY: Reaction=H(+) + NADH + O2 + propane = H2O + NAD(+) + propan-2-ol; Xref=Rhea:RHEA:49992, ChEBI:CHEBI:15377, ChEBI:CHEBI:15378, ChEBI:CHEBI:15379, ChEBI:CHEBI:17824, ChEBI:CHEBI:32879, ChEBI:CHEBI:57540, ChEBI:CHEBI:57945; EC=1.14.13.227; Evidence={ECO:0000256|ARBA:ARBA00001272};
A0A6B2DMS3	unreviewed	A0A6B2DMS3_9PSEU	propane 2-monooxygenase (EC 1.14.13.227)	G3I65_26695	Amycolatopsis sp. SID8362	343	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen [GO:0016709]; cellular aromatic compound metabolic process [GO:0006725]						1.14.13.227				CATALYTIC ACTIVITY: Reaction=H(+) + NADH + O2 + propane = H2O + NAD(+) + propan-2-ol; Xref=Rhea:RHEA:49992, ChEBI:CHEBI:15377, ChEBI:CHEBI:15378, ChEBI:CHEBI:15379, ChEBI:CHEBI:17824, ChEBI:CHEBI:32879, ChEBI:CHEBI:57540, ChEBI:CHEBI:57945; EC=1.14.13.227; Evidence={ECO:0000256|ARBA:ARBA00001272};
A0A6B2DV12	unreviewed	A0A6B2DV12_9PSEU	propane 2-monooxygenase (EC 1.14.13.227)	G3I65_37800	Amycolatopsis sp. SID8362	389	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen [GO:0016709]; cellular aromatic compound metabolic process [GO:0006725]						1.14.13.227				CATALYTIC ACTIVITY: Reaction=H(+) + NADH + O2 + propane = H2O + NAD(+) + propan-2-ol; Xref=Rhea:RHEA:49992, ChEBI:CHEBI:15377, ChEBI:CHEBI:15378, ChEBI:CHEBI:15379, ChEBI:CHEBI:17824, ChEBI:CHEBI:32879, ChEBI:CHEBI:57540, ChEBI:CHEBI:57945; EC=1.14.13.227; Evidence={ECO:0000256|ARBA:ARBA00001272};
A0A6B2NKZ7	unreviewed	A0A6B2NKZ7_9RHOB	Phenol hydroxylase	G0P99_02740	Ruegeria sp. PrR005	332	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen [GO:0016709]; cellular aromatic compound metabolic process [GO:0006725]										
A0A6B2U4C1	unreviewed	A0A6B2U4C1_9ACTN	propane 2-monooxygenase (EC 1.14.13.227)	G3I17_26310	Streptomyces sp. SID13031	365	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen [GO:0016709]; cellular aromatic compound metabolic process [GO:0006725]						1.14.13.227				CATALYTIC ACTIVITY: Reaction=H(+) + NADH + O2 + propane = H2O + NAD(+) + propan-2-ol; Xref=Rhea:RHEA:49992, ChEBI:CHEBI:15377, ChEBI:CHEBI:15378, ChEBI:CHEBI:15379, ChEBI:CHEBI:17824, ChEBI:CHEBI:32879, ChEBI:CHEBI:57540, ChEBI:CHEBI:57945; EC=1.14.13.227; Evidence={ECO:0000256|ARBA:ARBA00001272};
A0A6B8KGN7	unreviewed	A0A6B8KGN7_9HYPH	Methane monooxygenase	H2LOC_014415	Methylocystis heyeri	396	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen [GO:0016709]; cellular aromatic compound metabolic process [GO:0006725]										
A0A6C1AY11	unreviewed	A0A6C1AY11_9RHOO	Phenol hydroxylase	G3580_00470	Nitrogeniibacter mangrovi	330	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen [GO:0016709]; cellular aromatic compound metabolic process [GO:0006725]										
A0A6C1AYD9	unreviewed	A0A6C1AYD9_9RHOO	Phenol hydroxylase	G3580_01295	Nitrogeniibacter mangrovi	330	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen [GO:0016709]; cellular aromatic compound metabolic process [GO:0006725]										
A0A6C1B3R4	unreviewed	A0A6C1B3R4_9RHOO	Phenol hydroxylase	G3580_08210	Nitrogeniibacter mangrovi	330	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen [GO:0016709]; cellular aromatic compound metabolic process [GO:0006725]										
A0A6C2CJT9	unreviewed	A0A6C2CJT9_9RHOO	Phenol hydroxylase	ETQ85_20045	Zoogloea oleivorans	330	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen [GO:0016709]; cellular aromatic compound metabolic process [GO:0006725]										
A0A6F8Q4A9	unreviewed	A0A6F8Q4A9_9RHOB	Toluene hydroxylase	KU6B_15000	Mameliella alba	354	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen [GO:0016709]; cellular aromatic compound metabolic process [GO:0006725]										
A0A6F9EAN3	unreviewed	A0A6F9EAN3_9BACL	Alkene monooxygenase system, oxygenase component subunit beta (EC 1.14.13.69)	xamoE COOX1_2460	Kyrpidia spormannii	331	alkene monooxygenase activity [GO:0018645]; cellular aromatic compound metabolic process [GO:0006725]						1.14.13.69				
A0A6G3S9L0	unreviewed	A0A6G3S9L0_9ACTN	propane 2-monooxygenase (EC 1.14.13.227)	G3I40_28545	Streptomyces sp. SID14478	376	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen [GO:0016709]; cellular aromatic compound metabolic process [GO:0006725]						1.14.13.227				CATALYTIC ACTIVITY: Reaction=H(+) + NADH + O2 + propane = H2O + NAD(+) + propan-2-ol; Xref=Rhea:RHEA:49992, ChEBI:CHEBI:15377, ChEBI:CHEBI:15378, ChEBI:CHEBI:15379, ChEBI:CHEBI:17824, ChEBI:CHEBI:32879, ChEBI:CHEBI:57540, ChEBI:CHEBI:57945; EC=1.14.13.227; Evidence={ECO:0000256|ARBA:ARBA00001272};
A0A6G4WE00	unreviewed	A0A6G4WE00_9HYPH	Toluene hydroxylase	G6N73_14310	Mesorhizobium camelthorni	352	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen [GO:0016709]; cellular aromatic compound metabolic process [GO:0006725]										
A0A6G6YX82	unreviewed	A0A6G6YX82_9BRAD	Toluene hydroxylase	G6P99_22175	Bradyrhizobium sp. 6(2017)	367	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen [GO:0016709]; cellular aromatic compound metabolic process [GO:0006725]										
A0A6G8BZM0	unreviewed	A0A6G8BZM0_9BURK	Phenol hydroxylase	G7048_17925	Diaphorobacter sp. HDW4B	330	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen [GO:0016709]; cellular aromatic compound metabolic process [GO:0006725]										
A0A6G8CJ22	unreviewed	A0A6G8CJ22_9BURK	Phenol hydroxylase	G7047_01725	Diaphorobacter sp. HDW4A	330	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen [GO:0016709]; cellular aromatic compound metabolic process [GO:0006725]										
A0A6G8G3J5	unreviewed	A0A6G8G3J5_9MICO	propane 2-monooxygenase (EC 1.14.13.227)	G7075_19675	Phycicoccus sp. HDW14	337	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen [GO:0016709]; cellular aromatic compound metabolic process [GO:0006725]						1.14.13.227				CATALYTIC ACTIVITY: Reaction=H(+) + NADH + O2 + propane = H2O + NAD(+) + propan-2-ol; Xref=Rhea:RHEA:49992, ChEBI:CHEBI:15377, ChEBI:CHEBI:15378, ChEBI:CHEBI:15379, ChEBI:CHEBI:17824, ChEBI:CHEBI:32879, ChEBI:CHEBI:57540, ChEBI:CHEBI:57945; EC=1.14.13.227; Evidence={ECO:0000256|ARBA:ARBA00001272};
A0A6G8NW81	unreviewed	A0A6G8NW81_9BURK	Propane 2-monooxygenase, hydroxylase component small subunit (EC 1.14.13.227)	prmC_2 SBC1_62940	Caballeronia sp. SBC1	361	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen [GO:0016709]; cellular aromatic compound metabolic process [GO:0006725]						1.14.13.227				
A0A6G8QFC8	unreviewed	A0A6G8QFC8_9ACTN	propane 2-monooxygenase (EC 1.14.13.227)	GBA63_12430	Rubrobacter tropicus	373	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen [GO:0016709]; cellular aromatic compound metabolic process [GO:0006725]						1.14.13.227				CATALYTIC ACTIVITY: Reaction=H(+) + NADH + O2 + propane = H2O + NAD(+) + propan-2-ol; Xref=Rhea:RHEA:49992, ChEBI:CHEBI:15377, ChEBI:CHEBI:15378, ChEBI:CHEBI:15379, ChEBI:CHEBI:17824, ChEBI:CHEBI:32879, ChEBI:CHEBI:57540, ChEBI:CHEBI:57945; EC=1.14.13.227; Evidence={ECO:0000256|ARBA:ARBA00001272};
A0A6H0FW24	unreviewed	A0A6H0FW24_ACIPI	Phenol hydroxylase	G8E09_12855	Acinetobacter pittii (Acinetobacter genomosp. 3)	332	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen [GO:0016709]; cellular aromatic compound metabolic process [GO:0006725]										
A0A6H1C758	unreviewed	A0A6H1C758_9NOCA	propane 2-monooxygenase (EC 1.14.13.227)	HFP48_27665	Rhodococcus sp. DMU1	368	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen [GO:0016709]; cellular aromatic compound metabolic process [GO:0006725]						1.14.13.227				CATALYTIC ACTIVITY: Reaction=H(+) + NADH + O2 + propane = H2O + NAD(+) + propan-2-ol; Xref=Rhea:RHEA:49992, ChEBI:CHEBI:15377, ChEBI:CHEBI:15378, ChEBI:CHEBI:15379, ChEBI:CHEBI:17824, ChEBI:CHEBI:32879, ChEBI:CHEBI:57540, ChEBI:CHEBI:57945; EC=1.14.13.227; Evidence={ECO:0000256|ARBA:ARBA00001272};
A0A6H1RG93	unreviewed	A0A6H1RG93_9PSEU	propane 2-monooxygenase (EC 1.14.13.227)	FDZ84_37200	Saccharopolyspora sp. ASAGF58	368	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen [GO:0016709]; cellular aromatic compound metabolic process [GO:0006725]						1.14.13.227				CATALYTIC ACTIVITY: Reaction=H(+) + NADH + O2 + propane = H2O + NAD(+) + propan-2-ol; Xref=Rhea:RHEA:49992, ChEBI:CHEBI:15377, ChEBI:CHEBI:15378, ChEBI:CHEBI:15379, ChEBI:CHEBI:17824, ChEBI:CHEBI:32879, ChEBI:CHEBI:57540, ChEBI:CHEBI:57945; EC=1.14.13.227; Evidence={ECO:0000256|ARBA:ARBA00001272};
A0A6I1YFX6	unreviewed	A0A6I1YFX6_9ACTN	propane 2-monooxygenase (EC 1.14.13.227)	GHK92_12495	Nocardioides sp. dk4132	368	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen [GO:0016709]; cellular aromatic compound metabolic process [GO:0006725]						1.14.13.227				CATALYTIC ACTIVITY: Reaction=H(+) + NADH + O2 + propane = H2O + NAD(+) + propan-2-ol; Xref=Rhea:RHEA:49992, ChEBI:CHEBI:15377, ChEBI:CHEBI:15378, ChEBI:CHEBI:15379, ChEBI:CHEBI:17824, ChEBI:CHEBI:32879, ChEBI:CHEBI:57540, ChEBI:CHEBI:57945; EC=1.14.13.227; Evidence={ECO:0000256|ARBA:ARBA00001272};
A0A6I1Z9F6	unreviewed	A0A6I1Z9F6_9ACTN	propane 2-monooxygenase (EC 1.14.13.227)	mimC SRB17_82260	Streptomyces sp. RB17	368	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen [GO:0016709]; cellular aromatic compound metabolic process [GO:0006725]						1.14.13.227				CATALYTIC ACTIVITY: Reaction=H(+) + NADH + O2 + propane = H2O + NAD(+) + propan-2-ol; Xref=Rhea:RHEA:49992, ChEBI:CHEBI:15377, ChEBI:CHEBI:15378, ChEBI:CHEBI:15379, ChEBI:CHEBI:17824, ChEBI:CHEBI:32879, ChEBI:CHEBI:57540, ChEBI:CHEBI:57945; EC=1.14.13.227; Evidence={ECO:0000256|ARBA:ARBA00001272};
A0A6I4HUU9	unreviewed	A0A6I4HUU9_ACIBA	Phenol hydroxylase	EGM95_14135 GNY86_16510	Acinetobacter baumannii	332	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen [GO:0016709]; cellular aromatic compound metabolic process [GO:0006725]										
A0A6I6XYP3	unreviewed	A0A6I6XYP3_RHORH	propane 2-monooxygenase (EC 1.14.13.227)	D1O33_06555	Rhodococcus rhodochrous	368	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen [GO:0016709]; cellular aromatic compound metabolic process [GO:0006725]						1.14.13.227				CATALYTIC ACTIVITY: Reaction=H(+) + NADH + O2 + propane = H2O + NAD(+) + propan-2-ol; Xref=Rhea:RHEA:49992, ChEBI:CHEBI:15377, ChEBI:CHEBI:15378, ChEBI:CHEBI:15379, ChEBI:CHEBI:17824, ChEBI:CHEBI:32879, ChEBI:CHEBI:57540, ChEBI:CHEBI:57945; EC=1.14.13.227; Evidence={ECO:0000256|ARBA:ARBA00001272};
