TITLE	COMPND	SOURCE	NAME	cluster_label
ALPHAFOLD MONOMER V2.0 PREDICTION FOR HYPOTHETICAL PROTEIN2 (A0A7I8WA42)	MOL_ID: 1;2 MOLECULE: HYPOTHETICAL PROTEIN;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: DIMORPHILUS GYROCILIATUS;3 ORGANISM_TAXID: 2664684	HYPOTHETICAL PROTEIN	2
ALPHAFOLD MONOMER V2.0 PREDICTION FOR PREDICTED PROTEIN (A8HP45)	MOL_ID: 1;2 MOLECULE: PREDICTED PROTEIN;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: CHLAMYDOMONAS REINHARDTII;3 ORGANISM_TAXID: 3055	PREDICTED PROTEIN	16
ALPHAFOLD MONOMER V2.0 PREDICTION FOR BENZOYL-COA 2,3-EPOXIDASE2 SUBUNIT BOXB (A0A7W0VH26)	MOL_ID: 1;2 MOLECULE: BENZOYL-COA 2,3-EPOXIDASE SUBUNIT BOXB;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: DELTAPROTEOBACTERIA BACTERIUM;3 ORGANISM_TAXID: 2026735	BENZOYL-COA 2,3-EPOXIDASE SUBUNIT BOXB	5
ALPHAFOLD MONOMER V2.0 PREDICTION FOR RIBONUCLEOSIDE DIPHOSPHATE2 REDUCTASE, PUTATIVE (B9WC43)	MOL_ID: 1;2 MOLECULE: RIBONUCLEOSIDE DIPHOSPHATE REDUCTASE, PUTATIVE;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: CANDIDA DUBLINIENSIS (STRAIN CD36 / ATCC MYA-6463 / CBS 7987 / NCPF 3949 / NRRL Y-17841);4 ORGANISM_TAXID: 573826	RIBONUCLEOSIDE DIPHOSPHATE REDUCTASE, PUTATIVE	1
ALPHAFOLD MONOMER V2.0 PREDICTION FOR AMINOBENZOATE OXYGENASE2 (A0A6I4W694)	MOL_ID: 1;2 MOLECULE: AMINOBENZOATE OXYGENASE;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: ACTINOMADURA RAYONGENSIS;3 ORGANISM_TAXID: 1429076	AMINOBENZOATE OXYGENASE	16
ALPHAFOLD MONOMER V2.0 PREDICTION FOR STEAROYL-ACP DESATURASE2 (B9RM12)	MOL_ID: 1;2 MOLECULE: STEAROYL-ACP DESATURASE;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: RICINUS COMMUNIS;3 ORGANISM_TAXID: 3988	STEAROYL-ACP DESATURASE	16
ALPHAFOLD MONOMER V2.0 PREDICTION FOR RIBONUCLEOSIDE-DIPHOSPHATE2 REDUCTASE SMALL CHAIN (D7G418)	MOL_ID: 1;2 MOLECULE: RIBONUCLEOSIDE-DIPHOSPHATE REDUCTASE SMALL CHAIN;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: ECTOCARPUS SILICULOSUS;3 ORGANISM_TAXID: 2880	RIBONUCLEOSIDE-DIPHOSPHATE REDUCTASE SMALL CHAIN	1
ALPHAFOLD MONOMER V2.0 PREDICTION FOR RUBRERYTHRIN (A0A4R4AI38)	MOL_ID: 1;2 MOLECULE: RUBRERYTHRIN;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: LACEYELLA SACCHARI;3 ORGANISM_TAXID: 37482	RUBRERYTHRIN	15
ALPHAFOLD MONOMER V2.0 PREDICTION FOR P-AMINOBENZOATE N-OXYGENASE2 AURF (A0A0W0VNR4)	MOL_ID: 1;2 MOLECULE: P-AMINOBENZOATE N-OXYGENASE AURF;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: LEGIONELLA LONDINIENSIS;3 ORGANISM_TAXID: 45068	P-AMINOBENZOATE N-OXYGENASE AURF	16
ALPHAFOLD MONOMER V2.0 PREDICTION FOR SOLUBLE METHANE MONOOXYGENASE2 (A6MJP9)	MOL_ID: 1;2 MOLECULE: SOLUBLE METHANE MONOOXYGENASE;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: UNCULTURED BACTERIUM;3 ORGANISM_TAXID: 77133	SOLUBLE METHANE MONOOXYGENASE	10
ALPHAFOLD MONOMER V2.0 PREDICTION FOR RIBONUCLEOSIDE-DIPHOSPHATE2 REDUCTASE SUBUNIT M2 B-LIKE (A0A672SH84)	MOL_ID: 1;2 MOLECULE: RIBONUCLEOSIDE-DIPHOSPHATE REDUCTASE SUBUNIT M2 B-LIKE;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: SINOCYCLOCHEILUS GRAHAMI;3 ORGANISM_TAXID: 75366	RIBONUCLEOSIDE-DIPHOSPHATE REDUCTASE SUBUNIT M2 B-LIKE	1
ALPHAFOLD MONOMER V2.0 PREDICTION FOR UNCHARACTERIZED PROTEIN2 (A0A081NCP3)	MOL_ID: 1;2 MOLECULE: UNCHARACTERIZED PROTEIN;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: ENDOZOICOMONAS NUMAZUENSIS;3 ORGANISM_TAXID: 1137799	UNCHARACTERIZED PROTEIN	3
ALPHAFOLD MONOMER V2.0 PREDICTION FOR UNCHARACTERIZED PROTEIN2 (A0A841Q2K2)	MOL_ID: 1;2 MOLECULE: UNCHARACTERIZED PROTEIN;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: GEOMICROBIUM HALOPHILUM;3 ORGANISM_TAXID: 549000	UNCHARACTERIZED PROTEIN	3
ALPHAFOLD MONOMER V2.0 PREDICTION FOR SOLUBLE METHANE MONOOXYGENASE2 (A0A0K1H3E9)	MOL_ID: 1;2 MOLECULE: SOLUBLE METHANE MONOOXYGENASE;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: UNCULTURED BACTERIUM;3 ORGANISM_TAXID: 77133	SOLUBLE METHANE MONOOXYGENASE	10
ALPHAFOLD MONOMER V2.0 PREDICTION FOR RUBRERYTHRIN FAMILY PROTEIN2 (A0A2R6H416)	MOL_ID: 1;2 MOLECULE: RUBRERYTHRIN FAMILY PROTEIN;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: HALOBACTERIALES ARCHAEON QH_8_68_33;3 ORGANISM_TAXID: 1919165	RUBRERYTHRIN FAMILY PROTEIN	15
ALPHAFOLD MONOMER V2.0 PREDICTION FOR UNCHARACTERIZED PROTEIN2 (A0A6C0IB62)	MOL_ID: 1;2 MOLECULE: UNCHARACTERIZED PROTEIN;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: VIRAL METAGENOME;3 ORGANISM_TAXID: 1070528	UNCHARACTERIZED PROTEIN	3
ALPHAFOLD MONOMER V2.0 PREDICTION FOR THIAMINASE II (A0A6N7G8W1)	MOL_ID: 1;2 MOLECULE: THIAMINASE II;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: ACTINOPHYTOCOLA SP;3 ORGANISM_TAXID: 1872138	THIAMINASE II	16
ALPHAFOLD MONOMER V2.0 PREDICTION FOR UNCHARACTERIZED PROTEIN2 (A0A0L9V0N3)	MOL_ID: 1;2 MOLECULE: UNCHARACTERIZED PROTEIN;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: PHASEOLUS ANGULARIS;3 ORGANISM_TAXID: 3914	UNCHARACTERIZED PROTEIN	3
ALPHAFOLD MONOMER V2.0 PREDICTION FOR UNCHARACTERIZED PROTEIN2 (A0A5J5EI26)	MOL_ID: 1;2 MOLECULE: UNCHARACTERIZED PROTEIN;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: SPHAEROSPORELLA BRUNNEA;3 ORGANISM_TAXID: 1250544	UNCHARACTERIZED PROTEIN	3
ALPHAFOLD MONOMER V2.0 PREDICTION FOR G_PROTEIN_RECEP_F1_2 DOMAIN-2 CONTAINING PROTEIN (A0A401S1Y1)	MOL_ID: 1;2 MOLECULE: G_PROTEIN_RECEP_F1_2 DOMAIN-CONTAINING PROTEIN;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: CHILOSCYLLIUM PUNCTATUM;3 ORGANISM_TAXID: 137246	G_PROTEIN_RECEP_F1_2 DOMAIN-CONTAINING PROTEIN	17
ALPHAFOLD MONOMER V2.0 PREDICTION FOR UNCHARACTERIZED PROTEIN2 (A0A7X0JSI1)	MOL_ID: 1;2 MOLECULE: UNCHARACTERIZED PROTEIN;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: PSEUDOTEREDINIBACTER ISOPORAE;3 ORGANISM_TAXID: 570281	UNCHARACTERIZED PROTEIN	3
ALPHAFOLD MONOMER V2.0 PREDICTION FOR UNCHARACTERIZED PROTEIN2 (A0A3B8YZZ3)	MOL_ID: 1;2 MOLECULE: UNCHARACTERIZED PROTEIN;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: DELTAPROTEOBACTERIA BACTERIUM;3 ORGANISM_TAXID: 2026735	UNCHARACTERIZED PROTEIN	3
ALPHAFOLD MONOMER V2.0 PREDICTION FOR PHENYLACETATE-COA OXYGENASE,2 PAAG SUBUNIT (K9GXK9)	MOL_ID: 1;2 MOLECULE: PHENYLACETATE-COA OXYGENASE, PAAG SUBUNIT;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: CAENISPIRILLUM SALINARUM AK4;3 ORGANISM_TAXID: 1238182	PHENYLACETATE-COA OXYGENASE, PAAG SUBUNIT	6
ALPHAFOLD MONOMER V2.0 PREDICTION FOR ATPASE DOMAIN OF HSP902 CHAPERONE (A0A1Y1IB80)	MOL_ID: 1;2 MOLECULE: ATPASE DOMAIN OF HSP90 CHAPERONE;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: KLEBSORMIDIUM NITENS;3 ORGANISM_TAXID: 105231	ATPASE DOMAIN OF HSP90 CHAPERONE	16
ALPHAFOLD MONOMER V2.0 PREDICTION FOR HYPOTHETICAL PROTEIN2 (A0A7S0IF29)	MOL_ID: 1;2 MOLECULE: HYPOTHETICAL PROTEIN;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: MICROMONAS PUSILLA;3 ORGANISM_TAXID: 38833	HYPOTHETICAL PROTEIN	2
ALPHAFOLD MONOMER V2.0 PREDICTION FOR UNCHARACTERIZED PROTEIN2 (A0A1Y0G7N0)	MOL_ID: 1;2 MOLECULE: UNCHARACTERIZED PROTEIN;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: SULFURIFERULA SP. AH1;3 ORGANISM_TAXID: 1985873	UNCHARACTERIZED PROTEIN	3
ALPHAFOLD MONOMER V2.0 PREDICTION FOR DUF892 FAMILY PROTEIN2 (A0A3A5K8K3)	MOL_ID: 1;2 MOLECULE: DUF892 FAMILY PROTEIN;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: MESORHIZOBIUM WAIMENSE;3 ORGANISM_TAXID: 1300307	DUF892 FAMILY PROTEIN	16
ALPHAFOLD MONOMER V2.0 PREDICTION FOR UNCHARACTERIZED PROTEIN2 (A0A0Q5K8H2)	MOL_ID: 1;2 MOLECULE: UNCHARACTERIZED PROTEIN;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: MICROBACTERIUM SP. LEAF151;3 ORGANISM_TAXID: 1736276	UNCHARACTERIZED PROTEIN	3
ALPHAFOLD MONOMER V2.0 PREDICTION FOR UNCHARACTERIZED PROTEIN2 (Q2W3T6)	MOL_ID: 1;2 MOLECULE: UNCHARACTERIZED PROTEIN;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: MAGNETOSPIRILLUM MAGNETICUM (STRAIN AMB-1 / ATCC3 700264);4 ORGANISM_TAXID: 342108	UNCHARACTERIZED PROTEIN	3
ALPHAFOLD MONOMER V2.0 PREDICTION FOR PROPANE 2-MONOOXYGENASE2 (A0A2A7MQH1)	MOL_ID: 1;2 MOLECULE: PROPANE 2-MONOOXYGENASE;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: MYCOLICIBACTERIUM AGRI;3 ORGANISM_TAXID: 36811	PROPANE 2-MONOOXYGENASE	10
ALPHAFOLD MONOMER V2.0 PREDICTION FOR UNCHARACTERIZED PROTEIN2 (A0A7D5D816)	MOL_ID: 1;2 MOLECULE: UNCHARACTERIZED PROTEIN;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: PSEUDOMONAS EUCALYPTICOLA;3 ORGANISM_TAXID: 2599595	UNCHARACTERIZED PROTEIN	3
ALPHAFOLD MONOMER V2.0 PREDICTION FOR SENSOR DOMAIN-CONTAINING2 DIGUANYLATE CYCLASE (A0A2G2HSX8)	MOL_ID: 1;2 MOLECULE: SENSOR DOMAIN-CONTAINING DIGUANYLATE CYCLASE;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: METHYLOPHAGA SP;3 ORGANISM_TAXID: 2024840	SENSOR DOMAIN-CONTAINING DIGUANYLATE CYCLASE	17
ALPHAFOLD MONOMER V2.0 PREDICTION FOR STEROL-BINDING PROTEIN2 (A0A6L5G2T3)	MOL_ID: 1;2 MOLECULE: STEROL-BINDING PROTEIN;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: ACTINOBACTERIA BACTERIUM;3 ORGANISM_TAXID: 1883427	STEROL-BINDING PROTEIN	16
ALPHAFOLD MONOMER V2.0 PREDICTION FOR PYRROLOQUINOLINE-QUINONE2 SYNTHASE (A0A2S4ZIF4)	MOL_ID: 1;2 MOLECULE: PYRROLOQUINOLINE-QUINONE SYNTHASE;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: STREPTOMYCES SP. RU62;3 ORGANISM_TAXID: 2080745	PYRROLOQUINOLINE-QUINONE SYNTHASE	0
ALPHAFOLD MONOMER V2.0 PREDICTION FOR UNCHARACTERIZED PROTEIN2 (A0A060SBP0)	MOL_ID: 1;2 MOLECULE: UNCHARACTERIZED PROTEIN;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: PYCNOPORUS CINNABARINUS;3 ORGANISM_TAXID: 5643	UNCHARACTERIZED PROTEIN	3
ALPHAFOLD MONOMER V2.0 PREDICTION FOR UNCHARACTERIZED PROTEIN2 (A0A1Q7HYU0)	MOL_ID: 1;2 MOLECULE: UNCHARACTERIZED PROTEIN;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: CHLOROFLEXI BACTERIUM 13_1_40CM_4_68_4;3 ORGANISM_TAXID: 1805077	UNCHARACTERIZED PROTEIN	3
ALPHAFOLD MONOMER V2.0 PREDICTION FOR GGDEF DOMAIN-CONTAINING PROTEIN2 (A0A2M7WFA2)	MOL_ID: 1;2 MOLECULE: GGDEF DOMAIN-CONTAINING PROTEIN;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: ALPHAPROTEOBACTERIA BACTERIUM3 CG_4_10_14_0_2_UM_FILTER_63_37;4 ORGANISM_TAXID: 1973896	GGDEF DOMAIN-CONTAINING PROTEIN	17
ALPHAFOLD MONOMER V2.0 PREDICTION FOR UNCHARACTERIZED PROTEIN2 (U6ZKQ8)	MOL_ID: 1;2 MOLECULE: UNCHARACTERIZED PROTEIN;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: PSEUDOMONAS AESTUS;3 ORGANISM_TAXID: 1387231	UNCHARACTERIZED PROTEIN	3
ALPHAFOLD MONOMER V2.0 PREDICTION FOR G_PROTEIN_RECEP_F1_2 DOMAIN-2 CONTAINING PROTEIN (I3JFB7)	MOL_ID: 1;2 MOLECULE: G_PROTEIN_RECEP_F1_2 DOMAIN-CONTAINING PROTEIN;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: OREOCHROMIS NILOTICUS;3 ORGANISM_TAXID: 8128	G_PROTEIN_RECEP_F1_2 DOMAIN-CONTAINING PROTEIN	17
ALPHAFOLD MONOMER V2.0 PREDICTION FOR FERRITIN-LIKE DOMAIN-CONTAINING2 PROTEIN (A0A520WRL9)	MOL_ID: 1;2 MOLECULE: FERRITIN-LIKE DOMAIN-CONTAINING PROTEIN;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: ACIDIMICROBIALES BACTERIUM;3 ORGANISM_TAXID: 2201156	FERRITIN-LIKE DOMAIN-CONTAINING PROTEIN	9
ALPHAFOLD MONOMER V2.0 PREDICTION FOR UNCHARACTERIZED PROTEIN2 (A0A6C0ACF7)	MOL_ID: 1;2 MOLECULE: UNCHARACTERIZED PROTEIN;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: VIRAL METAGENOME;3 ORGANISM_TAXID: 1070528	UNCHARACTERIZED PROTEIN	3
ALPHAFOLD MONOMER V2.0 PREDICTION FOR FERRITIN-LIKE DOMAIN-CONTAINING2 PROTEIN (A0A534RIE9)	MOL_ID: 1;2 MOLECULE: FERRITIN-LIKE DOMAIN-CONTAINING PROTEIN;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: DELTAPROTEOBACTERIA BACTERIUM;3 ORGANISM_TAXID: 2026735	FERRITIN-LIKE DOMAIN-CONTAINING PROTEIN	9
ALPHAFOLD MONOMER V2.0 PREDICTION FOR PHENOL HYDROXYLASE (A0A5B0X4E4)	MOL_ID: 1;2 MOLECULE: PHENOL HYDROXYLASE;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: HALIOGLOBUS SP. NY5;3 ORGANISM_TAXID: 2606449	PHENOL HYDROXYLASE	11
ALPHAFOLD MONOMER V2.0 PREDICTION FOR PYRROLOQUINOLINE-QUINONE2 SYNTHASE (A0A6P1UDP1)	MOL_ID: 1;2 MOLECULE: PYRROLOQUINOLINE-QUINONE SYNTHASE;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: SINIMARINIBACTERIUM SP. NLF-5-8;3 ORGANISM_TAXID: 2698684	PYRROLOQUINOLINE-QUINONE SYNTHASE	0
ALPHAFOLD MONOMER V2.0 PREDICTION FOR PUTATIVE OUTER MEMBRANE PROTEIN2 (A0A7W7H376)	MOL_ID: 1;2 MOLECULE: PUTATIVE OUTER MEMBRANE PROTEIN;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: ACTINOPLANES OCTAMYCINICUS;3 ORGANISM_TAXID: 135948	PUTATIVE OUTER MEMBRANE PROTEIN	16
ALPHAFOLD MONOMER V2.0 PREDICTION FOR UNCHARACTERIZED PROTEIN2 (I4B9H7)	MOL_ID: 1;2 MOLECULE: UNCHARACTERIZED PROTEIN;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: TURNERIELLA PARVA (STRAIN ATCC BAA-1111 / DSM3 21527 / NCTC 11395 / H);4 ORGANISM_TAXID: 869212	UNCHARACTERIZED PROTEIN	3
ALPHAFOLD MONOMER V2.0 PREDICTION FOR HAMP DOMAIN-CONTAINING PROTEIN2 (A0A3D3U3J5)	MOL_ID: 1;2 MOLECULE: HAMP DOMAIN-CONTAINING PROTEIN;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: RHODOCYCLACEAE BACTERIUM;3 ORGANISM_TAXID: 1898103	HAMP DOMAIN-CONTAINING PROTEIN	17
ALPHAFOLD MONOMER V2.0 PREDICTION FOR UNCHARACTERIZED PROTEIN2 (A0A7M7PM70)	MOL_ID: 1;2 MOLECULE: UNCHARACTERIZED PROTEIN;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: STRONGYLOCENTROTUS PURPURATUS;3 ORGANISM_TAXID: 7668	UNCHARACTERIZED PROTEIN	3
ALPHAFOLD MONOMER V2.0 PREDICTION FOR UNCHARACTERIZED PROTEIN2 (A0A536ZQJ7)	MOL_ID: 1;2 MOLECULE: UNCHARACTERIZED PROTEIN;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: BETAPROTEOBACTERIA BACTERIUM;3 ORGANISM_TAXID: 1891241	UNCHARACTERIZED PROTEIN	3
ALPHAFOLD MONOMER V2.0 PREDICTION FOR UNCHARACTERIZED PROTEIN2 (A0A166DHN9)	MOL_ID: 1;2 MOLECULE: UNCHARACTERIZED PROTEIN;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: PENIOPHORA SP. CONT;3 ORGANISM_TAXID: 1314672	UNCHARACTERIZED PROTEIN	3
ALPHAFOLD MONOMER V2.0 PREDICTION FOR TENA_THI-4 DOMAIN-CONTAINING2 PROTEIN (A0A0S8D009)	MOL_ID: 1;2 MOLECULE: TENA_THI-4 DOMAIN-CONTAINING PROTEIN;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: BETAPROTEOBACTERIA BACTERIUM SG8_40;3 ORGANISM_TAXID: 1703389	TENA_THI-4 DOMAIN-CONTAINING PROTEIN	17
ALPHAFOLD MONOMER V2.0 PREDICTION FOR METHYL-ACCEPTING CHEMOTAXIS2 PROTEIN (A0A4Q3NZS3)	MOL_ID: 1;2 MOLECULE: METHYL-ACCEPTING CHEMOTAXIS PROTEIN;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: CYTOPHAGACEAE BACTERIUM;3 ORGANISM_TAXID: 2026729	METHYL-ACCEPTING CHEMOTAXIS PROTEIN	13
ALPHAFOLD MONOMER V2.0 PREDICTION FOR UNCHARACTERIZED PROTEIN2 (A0A3A0FJH8)	MOL_ID: 1;2 MOLECULE: UNCHARACTERIZED PROTEIN;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: BACTERIUM;3 ORGANISM_TAXID: 1869227	UNCHARACTERIZED PROTEIN	3
ALPHAFOLD MONOMER V2.0 PREDICTION FOR SI:CH73-314G15.3 (A0A4W5P6S3)	MOL_ID: 1;2 MOLECULE: SI:CH73-314G15.3;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: HUCHO HUCHO (HUCHEN);3 ORGANISM_TAXID: 62062	SI:CH73-314G15.3	16
ALPHAFOLD MONOMER V2.0 PREDICTION FOR RNR-1 PROTEIN (A0A812YHU2)	MOL_ID: 1;2 MOLECULE: RNR-1 PROTEIN;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: SYMBIODINIUM SP. CCMP2456;3 ORGANISM_TAXID: 1519616	RNR-1 PROTEIN	16
ALPHAFOLD MONOMER V2.0 PREDICTION FOR RING-1,2-PHENYLACETYL-COA2 EPOXIDASE SUBUNIT PAAA (A0A4Q8BX13)	MOL_ID: 1;2 MOLECULE: RING-1,2-PHENYLACETYL-COA EPOXIDASE SUBUNIT PAAA;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: NOCARDIOPSIS SP. CNZ304;3 ORGANISM_TAXID: 2512143	RING-1,2-PHENYLACETYL-COA EPOXIDASE SUBUNIT PAAA	5
ALPHAFOLD MONOMER V2.0 PREDICTION FOR RING-1,2-PHENYLACETYL-COA2 EPOXIDASE SUBUNIT PAAC (A0A1H1NVJ6)	MOL_ID: 1;2 MOLECULE: RING-1,2-PHENYLACETYL-COA EPOXIDASE SUBUNIT PAAC;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: AGROCOCCUS CARBONIS;3 ORGANISM_TAXID: 684552	RING-1,2-PHENYLACETYL-COA EPOXIDASE SUBUNIT PAAC	5
ALPHAFOLD MONOMER V2.0 PREDICTION FOR LONG-CHAIN FATTY ALDEHYDE2 DECARBONYLASE (A0A7W1UA60)	MOL_ID: 1;2 MOLECULE: LONG-CHAIN FATTY ALDEHYDE DECARBONYLASE;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: NITROSPIRALES BACTERIUM;3 ORGANISM_TAXID: 2358460	LONG-CHAIN FATTY ALDEHYDE DECARBONYLASE	16
ALPHAFOLD MONOMER V2.0 PREDICTION FOR UNCHARACTERIZED PROTEIN2 (A0A4Y6Q0J2)	MOL_ID: 1;2 MOLECULE: UNCHARACTERIZED PROTEIN;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: PERSICIMONAS CAENI;3 ORGANISM_TAXID: 2292766	UNCHARACTERIZED PROTEIN	3
ALPHAFOLD MONOMER V2.0 PREDICTION FOR UNCHARACTERIZED PROTEIN2 (A0A7V8IU72)	MOL_ID: 1;2 MOLECULE: UNCHARACTERIZED PROTEIN;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: RHODOSPIRILLACEAE BACTERIUM;3 ORGANISM_TAXID: 1898112	UNCHARACTERIZED PROTEIN	3
ALPHAFOLD MONOMER V2.0 PREDICTION FOR 1,2-PHENYLACETYL-COA EPOXIDASE2 SUBUNIT A (A0A6M5XRS0)	MOL_ID: 1;2 MOLECULE: 1,2-PHENYLACETYL-COA EPOXIDASE SUBUNIT A;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: RAMLIBACTER SP. H242;3 ORGANISM_TAXID: 2732511	1,2-PHENYLACETYL-COA EPOXIDASE SUBUNIT A	5
ALPHAFOLD MONOMER V2.0 PREDICTION FOR UNCHARACTERIZED PROTEIN2 (A0A0C9MJ71)	MOL_ID: 1;2 MOLECULE: UNCHARACTERIZED PROTEIN;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: MUCOR AMBIGUUS;3 ORGANISM_TAXID: 91626	UNCHARACTERIZED PROTEIN	3
ALPHAFOLD MONOMER V2.0 PREDICTION FOR PROPANE 2-MONOOXYGENASE2 (A0A2A2ZNY8)	MOL_ID: 1;2 MOLECULE: PROPANE 2-MONOOXYGENASE;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: MYCOBACTERIUM AVIUM;3 ORGANISM_TAXID: 1764	PROPANE 2-MONOOXYGENASE	10
ALPHAFOLD MONOMER V2.0 PREDICTION FOR METHYL-ACCEPTING CHEMOTAXIS2 PROTEIN (A0A2A6HU90)	MOL_ID: 1;2 MOLECULE: METHYL-ACCEPTING CHEMOTAXIS PROTEIN;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: RHIZOBIUM SP. L18;3 ORGANISM_TAXID: 2035451	METHYL-ACCEPTING CHEMOTAXIS PROTEIN	13
ALPHAFOLD MONOMER V2.0 PREDICTION FOR HISTIDINE KINASE (A0A1G3HJJ7)	MOL_ID: 1;2 MOLECULE: HISTIDINE KINASE;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: RHODOCYCLALES BACTERIUM GWA2_65_20;3 ORGANISM_TAXID: 1802017	HISTIDINE KINASE	7
ALPHAFOLD MONOMER V2.0 PREDICTION FOR UNCHARACTERIZED PROTEIN2 (A0A0D2TCH9)	MOL_ID: 1;2 MOLECULE: UNCHARACTERIZED PROTEIN;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: GOSSYPIUM RAIMONDII;3 ORGANISM_TAXID: 29730	UNCHARACTERIZED PROTEIN	3
ALPHAFOLD MONOMER V2.0 PREDICTION FOR HYPOTHETICAL PROTEIN2 (A0A7S1V9U8)	MOL_ID: 1;2 MOLECULE: HYPOTHETICAL PROTEIN;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: SEXANGULARIA SP. CB-2014;3 ORGANISM_TAXID: 1486929	HYPOTHETICAL PROTEIN	2
